"Ghotuo","aaa"
"Nyambo","now"
"Noy","noy"
"Nayi","noz"
"Nar Phu","npa"
"Nupbikha","npb"
"Naga, Phom","nph"
"Nahuatl, Southeastern Puebla","npl"
"Mondropolon","npn"
"Naga, Pochuri","npo"
"Nipsan","nps"
"Naga, Puimei","npu"
"Napu","npy"
"Nago, Southern","nqg"
"Ede Nago, Kura","nqk"
"Ndom","nqm"
"Nen","nqn"
"N'ko","nqo"
"Ngom","nra"
"Nara","nrb"
"Naga, Southern Rengma","nre"
"Narango","nrg"
"Naga, Chokri","nri"
"Ngarluma","nrl"
"Narom","nrm"
"Norra","nrr"
"Ngurmbur","nrx"
"Lala","nrz"
"Naga, Sangtam","nsa"
"Nshi","nsc"
"Nisu, Southern","nsd"
"Nsenga","nse"
"Ngasa","nsg"
"Ngoshie","nsh"
"Nigerian Sign Language","nsi"
"Naskapi","nsk"
"Norwegian Sign Language","nsl"
"Naga, Sumi","nsm"
"Nehan","nsn"
"Sotho, Northern","nso"
"Nepalese Sign Language","nsp"
"Miwok, Northern Sierra","nsq"
"Maritime Sign Language","nsr"
"Nali","nss"
"Naga, Tase","nst"
"Nahuatl, Sierra Negra","nsu","true"
"Nisu, Southwestern","nsv"
"Navut","nsw"
"Songo","nsx"
"Nasal","nsy"
"Nisenan","nsz"
"Nathembo","nte"
"Natioro","nti"
"Ngaanyatjarra","ntj"
"Ikoma-Nata-Isenye","ntk"
"Nateni","ntm"
"Ntomba","nto"
"Tepehuan, Northern","ntp"
"Delo","ntr"
"Natagaimas","nts"
"Natügu","ntu"
"Nottoway","ntw"
"Mantsi","nty"
"Natanzi","ntz"
"Yuaga","nua"
"Nukuini","nuc"
"Ngala","nud"
"Ngundu","nue"
"Nusu","nuf"
"Nungali","nug"
"Ndunda","nuh"
"Ngumbi","nui"
"Nyole","nuj"
"Nusa Laut","nul"
"Niuafo'ou","num"
"Nung","nun"
"Nguôn","nuo"
"Nupe-Nupe-Tako","nup"
"Nukumanu","nuq"
"Nukuria","nur"
"Nuer","nus"
"Nung","nut"
"Ngbundu","nuu"
"Nuni, Northern","nuv"
"Nguluwan","nuw"
"Mehek","nux"
"Nunggubuyu","nuy"
"Nahuatl, Tlamacazapa","nuz","true"
"Nasarian","nvh"
"Namiae","nvm"
"Nyabwa","nwb"
"Ngwe","nwe"
"Tanna, Southwest","nwi"
"Nyamusa-Molo","nwm"
"Nawaru","nwr"
"Nauete","nxa"
"Ngando","nxd"
"Nage","nxe"
"Ngad'a","nxg"
"Nindi","nxi"
"Nuaulu, South","nxl"
"Ngawun","nxn"
"Ninggerum","nxr"
"Narau","nxu"
"Nafri","nxx"
"Nyanja","nya"
"Nyangbo","nyb"
"Nyanga-li","nyc"
"Olunyole","nyd"
"Nyengo","nye"
"Kigiryama","nyf"
"Nyindu","nyg"
"Nyigina","nyh"
"Ama","nyi"
"Nyanga","nyj"
"Nyaneka","nyk"
"Nyeu","nyl"
"Nyamwezi","nym"
"Nyankore","nyn"
"Nyoro","nyo"
"Nyang'i","nyp"
"Nayini","nyq"
"Nyiha, Malawi","nyr"
"Nyunga","nys"
"Nyawaygi","nyt"
"Nyungwe","nyu"
"Nyulnyul","nyv"
"Nyaw","nyw"
"Nganyaywana","nyx"
"Nyakyusa-Ngonde","nyy"
"Mbembe, Tigon","nza"
"Njebi","nzb"
"Nzema","nzi"
"Nzakara","nzk"
"Naga, Zeme","nzm"
"New Zealand Sign Language","nzs"
"Teke-Nzikou","nzu"
"Nzakambay","nzy"
"Dogon, Nanga Dama","nzz"
"Orok","oaa"
"Oroch","oac"
"Obispeño","obi"
"Bontok, Southern","obk"
"Oblo","obl"
"Manobo, Obo","obo"
"Obulom","obu"
"Ocaina","oca"
"Occitan","oci"
"Matlatzinca, Atzingo","ocu"
"Odut","oda"
"Od","odk"
"Odual","odu"
"Efutop","ofu"
"Ogbia","ogb"
"Ogbah","ogc"
"Ogbogolo","ogg"
"Khana","ogo"
"Ogbronuagum","ogu"
"Oirata","oia"
"One, Inebu","oin"
"Ojibwa, Northwestern","ojb"
"Ojibwa, Central","ojc"
"Ojibwa, Eastern","ojg"
"Ojibwa, Severn","ojs"
"Ontong Java","ojv"
"Ojibwa, Western","ojw"
"Okanagan","oka","true"
"Okobo","okb"
"Okodia","okd"
"Okpe","oke"
"Koresh-e Rostam","okh"
"Okiek","oki"
"Oko-Juwoi","okj"
"One, Kwamtim","okk"
"Oki-No-Erabu","okn"
"Kirike","okr"
"Oko-Eni-Osayen","oks"
"Oku","oku"
"Orokaiva","okv"
"Okpe","okx"
"Walungge","ola"
"Mochi","old"
"Olekha","ole"
"Oloma","olm"
"Livvi-Karelian","olo"
"Olrat","olr"
"Omaha-Ponca","oma","true"
"Ambae, East","omb"
"Omejes","ome"
"Omagua","omg"
"Omi","omi"
"Ombo","oml"
"Utarmbung","omo"
"Omotik","omt"
"Omurano","omu"
"Tairora, South","omw"
"Ona","ona"
"Lingao","onb"
"Oneida","one"
"Olo","ong"
"Onin","oni"
"Onjob","onj"
"One, Kabore","onk"
"Onobasulu","onn"
"Onondaga","ono"
"Sartang","onp"
"One, Northern","onr"
"Ono","ons","true"
"Ontenu","ont"
"Unua","onu","true"
"Onin Based Pidgin","onx"
"Tohono O'odham","ood"
"Ong","oog"
"Öñge","oon"
"Oorlams","oor"
"Okpamheri","opa"
"Kopkaka","opk"
"Oksapmin","opm"
"Opao","opo"
"Opata","opt"
"Ofayé","opy"
"Oroha","ora"
"Orma","orc"
"Orejón","ore"
"Oring","org"
"Oroqen","orh"
"Oriya","ori"
"Orang Kanaq","orn"
"Orokolo","oro"
"Oruma","orr"
"Orang Seletar","ors"
"Oriya, Adivasi","ort","true"
"Ormuri","oru"
"Oro Win","orw"
"Oro","orx"
"Ormu","orz"
"Osage","osa"
"Osing","osi"
"Ososo","oso"
"Osetin","oss","true"
"Osatu","ost"
"One, Southern","osu"
"Ot Danum","otd"
"Otomi, Mezquital","ote"
"Oti","oti","true"
"Otomi, Tilapa","otl"
"Otomi, Eastern Highland","otm"
"Otomi, Tenango","otn"
"Otomi, Querétaro","otq"
"Otoro","otr"
"Otomi, Estado de México","ots"
"Otomi, Temoaya","ott"
"Otuke","otu"
"Ottawa","otw"
"Otomi, Texcatepec","otx"
"Otomi, Ixtenco","otz"
"Tagargrent","oua"
"Glio-Oubi","oub"
"Ounge","oue"
"Ouma","oum"
"!O!ung","oun"
"Owiniga","owi"
"Oy","oyb"
"Oyda","oyd"
"Wayampi","oym"
"Oya'oya","oyy"
"Koonzime","ozm"
"Parecís","pab"
"Pacoh","pac"
"Paumarí","pad"
"Pagibete","pae"
"Paranawát","paf"
"Pangasinan","pag"
"Tenharim","pah"
"Pe","pai"
"Parakanã","pak"
"Pampangan","pam"
"Panjabi, Eastern","pan"
"Paiute, Northern","pao"
"Papiamentu","pap"
"Parya","paq"
"Timbisha","par"
"Papasena","pas"
"Papitalai","pat"
"Palauan","pau"
"Pakaásnovos","pav"
"Pawnee","paw"
"Pankararé","pax"
"Pech","pay"
"Pankararú","paz"
"Páez","pbb"
"Patamona","pbc"
"Popoloca, Mezontla","pbe"
"Popoloca, Coyotepec","pbf"
"Paraujano","pbg"
"E'ñapa Woromaipu","pbh"
"Parkwa","pbi"
"Mak","pbl"
"Kpasam","pbn"
"Papel","pbo"
"Badyara","pbp"
"Pangwa","pbr"
"Pame, Central","pbs"
"Pashto, Southern","pbt"
"Pashto, Northern","pbu"
"Pnar","pbv"
"Pyu","pby"
"Palu","pbz"
"Popoloca, Santa Inés Ahuatempan","pca"
"Pear","pcb"
"Bouyei","pcc"
"Picard","pcd"
"Palaung, Ruching","pce"
"Paliyan","pcf"
"Paniya","pcg"
"Pardhan","pch"
"Duruwa","pci"
"Parenga","pcj"
"Chin, Paite","pck"
"Pardhi","pcl"
"Pidgin, Nigerian","pcm"
"Piti","pcn"
"Pacahuara","pcp"
"Panang","pcr"
"Pyapun","pcw"
"Anam","pda"
"German, Pennsylvania","pdc"
"Pa Di","pdi"
"Fedan","pdn"
"Padoe","pdo"
"Plautdietsch","pdt"
"Kayan","pdu"
"Indonesian, Peranakan","pea"
"Pomo, Eastern","peb"
"Mala","ped"
"Taje","pee"
"Pomo, Northeastern","pef"
"Pengo","peg"
"Bonan","peh"
"Chichimeca-Jonaz","pei"
"Pomo, Northern","pej"
"Penchal","pek"
"Pekal","pel"
"Phende","pem"
"Kunja","pep"
"Pomo, Southern","peq"
"Persian, Iranian","pes","true"
"Pémono","pev"
"Petats","pex"
"Petjo","pey"
"Penan, Eastern","pez"
"Pááfang","pfa"
"Peere","pfe"
"Pfaelzisch","pfl"
"Arabic, Sudanese Creole","pga"
"Pangwali","pgg"
"Pagi","pgi"
"Rerep","pgk"
"Pangseng","pgs"
"Pagu","pgu"
"Pongyong","pgy"
"Pa-Hng","pha"
"Phudagi","phd"
"Phuong","phg"
"Phula","phh"
"Phake","phk"
"Palula","phl"
"Phimbi","phm"
"Phunoi","pho"
"Phana'","phq"
"Pahari-Potwari","phr"
"Phu Thai","pht"
"Phuan","phu"
"Pahlavani","phv"
"Phangduwali","phw"
"Pima Bajo","pia"
"Yine","pib"
"Pinji","pic"
"Piaroa","pid"
"Pingelapese","pif"
"Pisabo","pig"
"Pitcairn-Norfolk","pih"
"Pini","pii"
"Pijao","pij"
"Yom","pil"
"Powhatan","pim"
"Piame","pin"
"Piapoco","pio"
"Pero","pip"
"Piratapuyo","pir"
"Pijin","pis"
"Pitta Pitta","pit"
"Pintupi-Luritja","piu"
"Vaeakau-Taumako","piv"
"Pimbwe","piw"
"Piu","pix"
"Piya-Kwonci","piy"
"Pije","piz"
"Pitjantjatjara","pjt"
"Kipfokomo","pkb"
"Pak-Tong","pkg"
"Pangkhua","pkh"
"Pakanha","pkn"
"Pökoot","pko"
"Pukapuka","pkp"
"Kurumba, Attapady","pkr"
"Pakistan Sign Language","pks"
"Maleng","pkt"
"Paku","pku"
"Miani","pla"
"Polonombauk","plb"
"Palawano, Central","plc"
"Polari","pld"
"Palu'e","ple"
"Pilagá","plg"
"Paulohi","plh"
"Pali","pli"
"Polci","plj"
"Shina, Kohistani","plk"
"Palaung, Shwe","pll"
"Palenquero","pln"
"Popoluca, Oluta","plo"
"Palpa","plp"
"Senoufo, Palaka","plr"
"Popoloca, San Marcos Tlalcoyalco","pls"
"Malagasy, Plateau","plt"
"Palikúr","plu"
"Palawano, Southwest","plv"
"Palawano, Brooke's Point","plw"
"Bolyu","ply"
"Paluan","plz"
"Paama","pma"
"Pambia","pmb"
"Palumata","pmc"
"Pwaamei","pme"
"Pamona","pmf"
"Pumi, Northern","pmi"
"Pumi, Southern","pmj"
"Lingua Franca","pml"
"Pol","pmm"
"Pam","pmn"
"Pom","pmo"
"Pame, Northern","pmq"
"Paynamar","pmr"
"Piemontese","pms"
"Tuamotuan","pmt"
"Panjabi, Mirpur","pmu"
"Miwok, Plains","pmw"
"Naga, Poumei","pmx"
"Malay, Papuan","pmy"
"Pame, Southern","pmz"
"Penan, Bah-Biau","pna"
"Panjabi, Western","pnb"
"Pannei","pnc"
"Penan, Western","pne"
"Pongu","png"
"Penrhyn","pnh"
"Aoheng","pni"
"Punan Batu 1","pnm"
"Pinai-Hagahai","pnn"
"Panobo","pno"
"Pancana","pnp"
"Pana","pnq"
"Panim","pnr"
"Ponosakan","pns"
"Pontic","pnt"
"Bunu, Jiongnai","pnu"
"Pinigura","pnv"
"Panytyima","pnw"
"Phong-Kniang","pnx"
"Pinyin","pny"
"Pana","pnz"
"Poqomam","poc"
"Ponares","pod"
"Popoloca, San Juan Atzingo","poe"
"Poke","pof"
"Potiguára","pog"
"Poqomchi'","poh"
"Popoluca, Highland","poi"
"Pokangá","pok"
"Polish","pol","true"
"Pomo, Southeastern","pom"
"Pohnpeian","pon"
"Pomo, Central","poo"
"Pwapwa","pop"
"Popoluca, Texistepec","poq"
"Portuguese","por","true"
"Popoluca, Sayula","pos","true"
"Potawatomi","pot"
"Crioulo, Upper Guinea","pov"
"Popoloca, San Felipe Otlaltepec","pow"
"Pogolo","poy"
"Pao","ppa"
"Papi","ppe"
"Paipai","ppi"
"Uma","ppk"
"Pipil","ppl"
"Papuma","ppm"
"Papapana","ppn"
"Folopa","ppo"
"Pelende","ppp"
"Pei","ppq"
"Piru","ppr"
"Popoloca, San Luís Temalacayuca","pps"
"Pare","ppt"
"Papora-Hoanya","ppu"
"Pa'a","pqa"
"Malecite-Passamaquoddy","pqm"
"Lua'","prb"
"Parachi","prc"
"Parsi-Dari","prd"
"Principense","pre"
"Paranan","prf"
"Prussian","prg"
"Porohanon","prh"
"Paicî","pri"
"Wa, Parauk","prk"
"Peruvian Sign Language","prl"
"Kibiri","prm"
"Prasuni","prn"
"Parsi","prp"
"Ashéninka Perené","prq"
"Puri","prr"
"Dari","prs"
"Prai","prt"
"Puragi","pru"
"Parawen","prw"
"Purik","prx"
"Pray 3","pry"
"Providencia Sign Language","prz"
"Awyu, Asue","psa"
"Persian Sign Language","psc"
"Plains Indian Sign Language","psd"
"Malay, Central","pse"
"Penang Sign Language","psg"
"Pashayi, Southwest","psh"
"Pashayi, Southeast","psi"
"Puerto Rican Sign Language","psl"
"Pauserna","psm"
"Panasuan","psn"
"Polish Sign Language","pso"
"Philippine Sign Language","psp"
"Pasi","psq"
"Portuguese Sign Language","psr"
"Kaulong","pss"
"Pashto, Central","pst"
"Port Sandwich","psw"
"Piscataway","psy"
"Pai Tavytera","pta"
"Pataxó Hã-Ha-Hãe","pth"
"Pintiini","pti"
"Patani","ptn"
"Zo'é","pto"
"Patep","ptp"
"Piamatsina","ptr"
"Enrekang","ptt"
"Bambam","ptu"
"Port Vato","ptv"
"Pathiya","pty"
"Purepecha, Western Highland","pua"
"Purum","pub"
"Punan Merap","puc"
"Punan Aput","pud"
"Puelche","pue"
"Punan Merah","puf"
"Phuie","pug"
"Puinave","pui"
"Punan Tubu","puj"
"Pu Ko","puk"
"Puma","pum"
"Puoc","puo"
"Pulabu","pup"
"Puruborá","pur"
"Putoh","put"
"Punu","puu"
"Puluwatese","puw"
"Puare","pux"
"Purisimeño","puy"
"Naga, Purum","puz"
"Pawaia","pwa"
"Panawa","pwb"
"Gapapaiwa","pwg"
"Molbog","pwm"
"Paiwan","pwn"
"Karen, Pwo Western","pwo"
"Powari","pwr"
"Karen, Pwo Northern","pww"
"Mixe, Quetzaltepec","pxm"
"Krumen, Pye","pye"
"Fyam","pym"
"Poyanáwa","pyn"
"Paraguayan Sign Language","pys"
"Puyuma","pyu"
"Pyen","pyy"
"Naga, Para","pzn"
"Quapaw","qua"
"Quechua, Huallaga Huánuco","qub"
"K'iche'","quc"
"Quichua, Calderón Highland","qud"
"Quechua, Lambayeque","quf"
"Quichua, Chimborazo Highland","qug"
"Quechua, South Bolivian","quh"
"Quileute","qui"
"Quechua, Chachapoyas","quk"
"Quechua, North Bolivian","qul"
"Sipakapense","qum"
"Quinault","qun"
"Quechua, Southern Pastaza","qup"
"Quinqui","quq"
"Quechua, Chaupihuaranga","qur"
"Quichua, Santiago del Estero","qus"
"Sakapulteko","quv"
"Quichua, Tena Lowland","quw"
"Quechua, Yauyos","qux"
"Quechua, Ayacucho","quy"
"Quechua, Cusco","quz"
"Quechua, Ambo-Pasco","qva"
"Quechua, Cajamarca","qvc"
"Quechua, Eastern Apurímac","qve"
"Quechua, Huamalíes-Dos de Mayo Huánuco","qvh"
"Quichua, Imbabura Highland","qvi"
"Quichua, Loja Highland","qvj"
"Quechua, Cajatambo North Lima","qvl"
"Quechua, Margos-Yarowilca-Lauricocha","qvm"
"Quechua, North Junín","qvn"
"Quechua, Napo Lowland","qvo"
"Quechua, Pacaraos","qvp"
"Quechua, San Martín","qvs"
"Quechua, Huaylla Wanca","qvw"
"Queyu","qvy"
"Quichua, Northern Pastaza","qvz"
"Quechua, Corongo Ancash","qwa"
"Quechua, Classical","qwc"
"Quechua, Huaylas Ancash","qwh"
"Quechua, Sihuas Ancash","qws"
"Quechua, Chiquián Ancash","qxa"
"Quechua, Chincha","qxc"
"Quechua, Panao Huánuco","qxh"
"Quichua, Salasaca Highland","qxl"
"Quechua, Northern Conchucos Ancash","qxn"
"Quechua, Southern Conchucos Ancash","qxo"
"Quechua, Puno","qxp"
"Kashkay","qxq"
"Quichua, Cañar Highland","qxr"
"Qiang, Southern","qxs"
"Quechua, Santa Ana de Tusi Pasco","qxt"
"Quechua, Arequipa-La Unión","qxu"
"Quechua, Jauja Wanca","qxw"
"Dungmali","raa"
"Camling","rab"
"Rasawa","rac"
"Rade","rad"
"Meohang, Western","raf"
"Lulogooli","rag"
"Rabha","rah"
"Ramoaaina","rai"
"Tulu-Bohuai","rak"
"Ralte","ral"
"Canela","ram"
"Riantana","ran"
"Rao","rao"
"Rapa Nui","rap"
"Saam","raq"
"Rarotongan","rar"
"Tegali","ras"
"Razajerdi","rat"
"Raute","rau"
"Sampang","rav"
"Rawang","raw"
"Rang","rax"
"Rapa","ray"
"Rahambuu","raz"
"Palaung, Rumai","rbb"
"Bontok, Northern","rbk"
"Bikol, Miraya","rbl"
"Réunion Creole French","rcf"
"Rudbari","rdb"
"Rerau","rea"
"Rembong","reb","true"
"Kayan, Rejang","ree"
"Kara","reg","true"
"Reli","rei"
"Rejang","rej"
"Rendille","rel"
"Remo","rem"
"Rengao","ren"
"Rer Bare","rer"
"Reshe","res"
"Retta","ret"
"Reyesano","rey"
"Roria","rga"
"Romano-Greek","rge"
"Rangkas","rgk"
"Romagnol","rgn"
"Resígaro","rgr"
"Roglai, Southern","rgs"
"Ringgou","rgu"
"Rohingya","rhg"
"Yahang","rhp"
"Riang","ria"
"Rien","rie"
"Tarifit","rif"
"Riang","ril"
"Nyaturu","rim"
"Nungu","rin"
"Ribun","rir"
"Ritarungo","rit"
"Riung","riu"
"Rajong","rjg"
"Raji","rji"
"Rajbanshi","rjs"
"Kraol","rka"
"Rikbaktsa","rkb"
"Rakahanga-Manihiki","rkh"
"Rakhine","rki"
"Marka","rkm"
"Rangpuri","rkt"
"Rama","rma"
"Rembarunga","rmb"
"Romani, Carpathian","rmc"
"Traveller Danish","rmd"
"Angloromani","rme"
"Romani, Kalo Finnish","rmf"
"Norwegian, Traveller","rmg"
"Murkim","rmh"
"Lomavren","rmi"
"Romkun","rmk"
"Romani, Baltic","rml"
"Roma","rmm"
"Romani, Balkan","rmn"
"Romani, Sinte","rmo"
"Rempi","rmp"
"Caló","rmq"
"Romanian Sign Language","rms"
"Domari","rmt"
"Romani, Tavringer","rmu"
"Romani, Welsh","rmw"
"Romam","rmx"
"Romani, Vlax","rmy"
"Marma","rmz"
"Runa","rna"
"Ruund","rnd"
"Ronga","rng"
"Ranglong","rnl"
"Roon","rnn"
"Rongpo","rnp"
"Rungwa","rnw"
"Tae'","rob"
"Roglai, Cacgia","roc"
"Rogo","rod"
"Ronji","roe"
"Rombo","rof"
"Roglai, Northern","rog"
"Romansch","roh","true"
"Romblomanon","rol"
"Romanian","ron","true"
"Rotokas","roo"
"Kriol","rop"
"Rongga","ror"
"Runga","rou"
"Dela-Oenale","row"
"Repanbitip","rpn"
"Rapting","rpt"
"Ririo","rri"
"Waima","rro"
"Romano-Serbian","rsb"
"Rennellese Sign Language","rsi"
"Russian Sign Language","rsl"
"Ratahan","rth"
"Rotuman","rtm"
"Rathawi","rtw"
"Gungu","rub"
"Ruuli","ruc"
"Rusyn","rue"
"Luguru","ruf"
"Roviana","rug"
"Ruga","ruh"
"Rufiji","rui"
"Che","ruk"
"Rundi","run"
"Romanian, Istro","ruo"
"Aromanian","rup"
"Romanian, Megleno","ruq"
"Russian","rus","true"
"Rutul","rut"
"Lobu, Lanas","ruu"
"Mala","ruy"
"Ruma","ruz"
"Rawo","rwa"
"Rwa","rwk"
"Amba","rwm"
"Rawa","rwo"
"Marwari","rwr"
"Amami-Oshima, Northern","ryn"
"Yaeyama","rys"
"Okinawan, Central","ryu"
"Saba","saa"
"Buglere","sab"
"Meskwaki","sac"
"Sandawe","sad"
"Sabanê","sae"
"Safaliba","saf"
"Sango","sag"
"Yakut","sah"
"Sahu","saj"
"Sake","sak"
"Samaritan Aramaic","sam"
"Sanskrit","san","true"
"Sause","sao"
"Sanapaná","sap"
"Samburu","saq"
"Saraveca","sar"
"Sasak","sas"
"Santali","sat"
"Saleman","sau"
"Saafi-Saafi","sav"
"Sawi","saw"
"Sa","sax"
"Saya","say"
"Saurashtra","saz"
"Ngambay","sba"
"Simbo","sbb"
"Kele","sbc"
"Samo, Southern","sbd"
"Saliba","sbe"
"Shabo","sbf"
"Seget","sbg"
"Sori-Harengan","sbh"
"Seti","sbi"
"Surbakhal","sbj"
"Safwa","sbk"
"Sambal, Botolan","sbl"
"Sagala","sbm"
"Sindhi Bhil","sbn"
"Sabüm","sbo"
"Sangu","sbp"
"Sileibi","sbq"
"Sembakung Murut","sbr"
"Kuhane","sbs"
"Kimki","sbt"
"Stod Bhoti","sbu"
"Simba","sbw"
"Seberuang","sbx"
"Soli","sby"
"Sara Kaba","sbz"
"Sansu","sca"
"Chut","scb"
"Dongxiang","sce"
"San Miguel Creole French","scf"
"Sanggau","scg"
"Sakachep","sch"
"Sri Lankan Creole Malay","sci"
"Sadri","sck"
"Shina","scl"
"Sicilian","scn","true"
"Scots","sco"
"Helambu Sherpa","scp"
"Sa'och","scq"
"Slavey, North","scs"
"Shumcho","scu"
"Sheni","scv"
"Sha","scw"
"Toraja-Sa'dan","sda"
"Shabak","sdb"
"Sardinian, Sassarese","sdc"
"Surubu","sde"
"Sarli","sdf"
"Savi","sdg"
"Kurdish, Southern","sdh"
"Suundi","sdj"
"Sos Kundi","sdk"
"Saudi Arabian Sign Language","sdl"
"Semandang","sdm"
"Sardinian, Gallurese","sdn"
"Bidayuh, Bukar-Sadong","sdo"
"Sherdukpen","sdp"
"Sadri, Oraon","sdr"
"Sened","sds"
"Shuadit","sdt"
"Sarudu","sdu"
"Melanau, Sibu","sdx"
"Sallands","sdz"
"Semai","sea"
"Senoufo, Shempire","seb"
"Sechelt","sec"
"Sedang","sed"
"Seneca","see"
"Senoufo, Cebaara","sef","true"
"Segeju","seg"
"Sena","seh"
"Seri","sei"
"Sene","sej"
"Sekani","sek","true"
"Selkup","sel"
"Sénoufo, Nanerigé","sen"
"Suarmin","seo"
"Sénoufo, Sìcìté","sep"
"Sénoufo, Senara","seq"
"Serrano","ser"
"Songhay, Koyraboro Senni","ses"
"Sentani","set"
"Serui-Laut","seu"
"Senoufo, Nyarafolo","sev"
"Sewa Bay","sew"
"Secoya","sey"
"Chin, Senthang","sez"
"French Belgian Sign Language","sfb"
"Miao, Small Flowery","sfm"
"South African Sign Language","sfs"
"Sehwi","sfw"
"Ayta, Mag-antsi","sgb"
"Kipsigis","sgc"
"Surigaonon","sgd"
"Segai","sge"
"Swiss-German Sign Language","sgg"
"Shughni","sgh"
"Suga","sgi"
"Sangkong","sgk"
"Singa","sgm"
"Songa","sgo"
"Singpho","sgp"
"Sangisari","sgr"
"Brokpake","sgt"
"Salas","sgu"
"Sebat Bet Gurage","sgw"
"Sierra Leone Sign Language","sgx"
"Sanglechi","sgy"
"Sursurunga","sgz"
"Shall-Zwall","sha"
"Ninam","shb"
"Sonde","shc"
"Kundal Shahi","shd"
"Sheko","she"
"Shua","shg"
"Shoshoni","shh"
"Tachelhit","shi"
"Shatt","shj"
"Shilluk","shk"
"Shendu","shl"
"Shahrudi","shm"
"Shan","shn"
"Shanga","sho"
"Shipibo-Conibo","shp"
"Sala","shq"
"Shi","shr"
"Shuswap","shs"
"Shasta","sht"
"Arabic, Chadian Spoken","shu"
"Shehri","shv"
"Shwai","shw"
"She","shx"
"Tachawit","shy"
"Senoufo, Syenara","shz"
"Saami, Akkala","sia"
"Sebop","sib"
"Sidamo","sid"
"Simaa","sie"
"Siamou","sif"
"Paasaal","sig","true"
"Zire","sih"
"Shom Peng","sii"
"Numbami","sij"
"Sikiana","sik","true"
"Sisaala, Tumulung","sil"
"Mende","sim"
"Sinhala","sin"
"Sikkimese","sip"
"Sonia","siq"
"Siri","sir"
"Siuslaw","sis"
"Sinagen","siu"
"Sumariup","siv"
"Siwai","siw"
"Sumau","six"
"Sivandi","siy"
"Siwi","siz"
"Epena","sja"
"Sajau Basap","sjb"
"Saami, Kildin","sjd"
"Saami, Pite","sje"
"Assangori","sjg"
"Miji","sjl"
"Mapun","sjm"
"Xibe","sjo"
"Surjapuri","sjp"
"Siar-Lak","sjr"
"Senhaja de Srair","sjs"
"Saami, Ter","sjt"
"Saami, Ume","sju"
"Shawnee","sjw"
"Skagit","ska"
"Saek","skb"
"Sauk","skc"
"Miwok, Southern Sierra","skd"
"Seke","ske"
"Sakirabiá","skf"
"Malagasy, Sakalava","skg"
"Sikule","skh"
"Sika","ski"
"Seke","skj"
"Sok","skk"
"Sakam","skm"
"Subanon, Kolibugan","skn"
"Seko Tengah","sko"
"Sekapan","skp"
"Sininkere","skq"
"Seraiki","skr"
"Maia","sks"
"Sakata","skt"
"Sakao","sku"
"Skou","skv"
"Skepi Creole Dutch","skw"
"Seko Padang","skx"
"Sikaiana","sky"
"Sekar","skz"
"Sáliba","slc"
"Sissala","sld"
"Sholaga","sle"
"Swiss-Italian Sign Language","slf"
"Selungai Murut","slg"
"Salish, Southern Puget Sound","slh"
"Silesian, Upper","sli"
"Salumá","slj"
"Slovak","slk","true"
"Salt-Yui","sll"
"Sama, Pangutaran","slm"
"Salinan","sln"
"Lamaholot","slp"
"Salchuq","slq"
"Salar","slr"
"Singapore Sign Language","sls"
"Sila","slt"
"Selaru","slu"
"Slovene","slv","true"
"Sialum","slw"
"Salampasu","slx"
"Selayar","sly"
"Ma'ya","slz"
"Saami, South","sma"
"Simbari","smb"
"Som","smc"
"Sama","smd"
"Saami, North","sme"
"Auwe","smf"
"Simbali","smg"
"Samei","smh"
"Saami, Lule","smj"
"Bolinao","smk"
"Sama, Central","sml"
"Musasa","smm"
"Saami, Inari","smn"
"Samoan","smo"
"Samaritan","smp"
"Samo","smq"
"Simeulue","smr"
"Saami, Skolt","sms"
"Simte","smt"
"Somray","smu"
"Samvedi","smv"
"Sumbawa","smw"
"Samba","smx"
"Semnani","smy"
"Simeku","smz"
"Shona","sna"
"Sebuyau","snb"
"Sinaugoro","snc"
"Sindhi","snd"
"Bidayuh, Bau","sne"
"Noon","snf"
"Sanga","sng"
"Shinabo","snh"
"Sensi","sni"
"Sango, Riverain","snj"
"Soninke","snk"
"Sangil","snl"
"Ma'di, Southern","snm"
"Siona","snn"
"Snohomish","sno"
"Siane","snp"
"Sangu","snq"
"Sihan","snr"
"Nahavaq","sns"
"Viid","snu"
"Sa'ban","snv"
"Selee","snw"
"Sam","snx"
"Saniyo-Hiyewe","sny"
"Sinsauru","snz"
"Thai Song","soa"
"Sobei","sob"
"So","soc"
"Songoora","sod"
"Songomeno","soe"
"Aka","soh"
"Sonha","soi"
"Soi","soj"
"Sokoro","sok"
"Solos","sol"
"Somali","som"
"Songo","soo"
"Songe","sop"
"Kanasi","soq"
"Somrai","sor"
"Seeku","sos"
"Sotho, Southern","sot"
"Thai, Southern","sou"
"Sonsorol","sov"
"Sowanda","sow"
"So","sox"
"Miyobe","soy"
"Temi","soz"
"Spanish","spa","true"
"Sepa","spb"
"Sapé","spc"
"Saep","spd"
"Sepa","spe"
"Sian","spg"
"Saponi","spi"
"Sengo","spk"
"Selepet","spl"
"Sepen","spm"
"Spokane","spo"
"Senoufo, Supyire","spp"
"Spanish, Loreto-Ucayali","spq"
"Saparua","spr"
"Saposa","sps"
"Spiti Bhoti","spt"
"Sapuan","spu"
"Sabaot","spy"
"Shama-Sambuga","sqa"
"Shau","sqh"
"Suma","sqm"
"Sorkhei","sqo"
"Sou","sqq"
